model,clip,ground_truth,hypothesis,wer,latency_s
tiny.en,6313-66129-0031,hat too close to me i couldn't get it explained chunky the boys roared,That too close to me. I couldn't get it explained chunky. The boys roared,0.0714,0.0904
tiny.en,3752-4944-0003,you have not been long in the colony mister meekin,"You have not been long in the colony, Mr. Meakin'.",0.2000,0.0359
tiny.en,2277-149896-0004,how would the papers talk about it,How would the papers talk about it?,0.0000,0.0287
tiny.en,1993-147149-0028,the old leaven infused years ago by her aunt esther fermented in her little bosom and perhaps all the more for her father's aversion to the rich and the gentle,"The old leaven infused years ago by her aunt Esther fermented in her little bosom, and perhaps all the more for her father's aversion to the rich and the gentle.",0.0000,0.0682
tiny.en,174-50561-0019,you see the treatment is a trifle fanciful,"You see, the treatment is a trifle fanciful.",0.0000,0.0338
tiny.en,2803-154320-0012,will halley is a brute but i am keeping my eyes open and if the coast looks dangerous i will put the ship's head to sea again,"Well, Halley is a brute, but I am keeping my eyes open. And if the coast looks dangerous, I will put the ships head to sea again.",0.0741,0.0848
tiny.en,8842-302203-0001,and so strong was my phantasy that i wept again in very truth and said with my true voice o excellent soul how blessed is he that now looketh upon thee,"And so strong was my fantasy that I wept again in very truth and said with my true voice, Oh excellent soul, how blessed it is he that now look at the pondie.",0.2258,0.0712
tiny.en,1993-147965-0006,he sat still and passive his head resting against the back of the wooden rocking chair his hands relaxed upon the arms,He sat still and a passive. His head resting against the back of the wooden rocking chair. His hands relaxed upon the arms.,0.0455,0.0598
tiny.en,2803-154320-0002,their friends did their best to amuse them,Their friends did their best to amuse them.,0.0000,0.0298
tiny.en,6241-61943-0018,now harry said my uncle rubbing his hands an goes well the worse difficulty is now over,"Now, Harry said my uncle rubbing his hands on goes well. The worst difficulty is now over.",0.1176,0.0742
tiny.en,6313-66125-0022,lige leaning over the brink was able to follow the boy's movements by the aid of the thin arc of light made by the torch in tad's hand,"Lige, leaning over the brink, was able to follow the boy's movements by the aid of the thin arc of light made by the torch in Ted's hand.",0.0357,0.0621
tiny.en,8842-304647-0008,that penance hath no blame which magdalen found sweet purging our shame self punishment is virtue all men know,"That penance has no blame, which Magdalene found sweet, purging our shame. Self-punishment is virtue, I'll men know.",0.2632,0.0615
tiny.en,7850-111771-0006,the capture of lee was a far more difficult undertaking,The capture of Lee was a far more difficult undertaking.,0.0000,0.0319
tiny.en,2035-147961-0019,the first howls were taken up and echoed and with quickening repetitions,The first howls were taken up and echoed and with quickening repetitions.,0.0000,0.0418
tiny.en,422-122949-0010,in fact conformably to the slow rise of the democratic social order and its cause the blending of the blood of masters and slaves the originally noble and rare impulse of the masters to assign a value to themselves and to think well of themselves will now be more and more encouraged and extended but it has at all times an older ampler and more radically ingrained propensity opposed to it and in the phenomenon of vanity this older propensity overmasters the younger,"In fact, conformably to the slow rise of the democratic social order and its cause, the blending of the blood of masters and slaves, the original noble and rare impulse of the masters to assign a value to themselves and to think well of themselves, will now be more and more encouraged and extended. But it has at all times an older, amplere and more radically ingrained propensity, a pose into it, and in the phenomenon of vanity this older propensity overmasters the younger.",0.0602,0.2664
tiny.en,251-118436-0012,but at the urgent entreaty of the princess of khosala who loved bhunda chand vainly he gave her a lock of his long black hair as a token of remembrance,"But, at the urgent and treaty of the princes of Kossala, who loved Bunder-Chandvaney, he gave her a lock of his long black hair as a token of remembrance.",0.2333,0.1293
tiny.en,5895-34622-0016,ursus and homo took charge of each other,Ursus and Homo took charge of each other.,0.0000,0.0305
tiny.en,2803-161169-0013,then the hills were piled up on top of it all but here and there some edge of a coal bed was tilted up and appeared above the ground,"Then the hills were piled up on top of it all. But here and there, some edge of a cold bed was tilted up and appeared above the ground.",0.0345,0.0799
tiny.en,2803-154328-0004,if it is decreed that we die to morrow let us die bravely like christian men ready to appear without terror before the supreme judge,"If it is decreed that we die tomorrow, let us die bravely, like Christian men, ready to appear without terror before the Supreme Judge.""",0.0800,0.0608
tiny.en,2412-153948-0007,there were a good many sheep which i knew as two or three black ewes and a black lamb or two and several others which had some distinguishing mark whereby i could tell them,There were a good many sheep which I knew as two or three black-use and a black lamb or two and several others which had some distinguishing mark whereby I could tell them.,0.0588,0.0689
tiny.en,7976-105575-0027,it required months and great events to make grant the hero of the army which he afterward became,It required months a great event to make Grant the hero of the army which he afterward became.,0.1111,0.0717
tiny.en,2277-149897-0001,he could hardly realise how it had all come about,He could hardly realize how it had all come about.,0.1000,0.0347
tiny.en,2803-154320-0010,we would fight to the death of course but after that,"We would fight to the death of course, but after that",0.0000,0.0340
tiny.en,1272-135031-0000,because you were sleeping instead of conquering the lovely rose princess has become a fiddle without a bow while poor shaggy sits there a cooing dove,"Because you were sleeping instead of conquering, the lovely rose princess has become a fiddle without a bow, while poor Shaggy sits there, accoing dove.",0.0769,0.0658
tiny.en,5338-284437-0013,she smiled a little sadly at trot seemed to approve button bright's open frank face and was quite surprised because cap'n bill was so much bigger than her own people,"She smiled a little sadly at trot, seemed to approve of button-brights open Frank face, and was quite surprised because Cat and Bill was so much bigger than her own people.",0.1333,0.0784
